Accuracy = 59.6552% (173/290) (classification);
Chave do vetor;beach;bus;cafe/restaurant;car;city_center;forest_path;grocery_store;home;library;metro_station;office;park;residential_area;train;tram;Classe Predita;Classe correta;
a112_90_120.wav;0.00250985;0.500169;0.0262025;0.015831;0.00356963;0.0124067;0.0329451;0.026189;0.0149942;0.00640571;0.0025068;0.00385011;0.00332648;0.320946;0.0281484;bus;bus;
a112_120_150.wav;0.00325959;0.837592;0.037504;0.0119581;0.00401188;0.0123828;0.0151918;0.0283174;0.00842969;0.00878688;0.0031632;0.00465545;0.00335283;0.0166636;0.00473095;bus;bus;
a112_30_60.wav;0.00102027;0.939685;0.0145695;0.00401914;0.00151113;0.00434275;0.00514921;0.00578437;0.00278629;0.00350419;0.00145018;0.00154391;0.00153337;0.0113333;0.00176707;bus;bus;
a112_60_90.wav;0.000893342;0.958252;0.00579472;0.00203144;0.00131037;0.00240595;0.00469083;0.00790325;0.00323284;0.00247441;0.000896463;0.000968747;0.00222387;0.00445319;0.00246896;bus;bus;
a112_0_30.wav;0.00215261;0.878743;0.0511925;0.007561;0.00263911;0.00721506;0.00679552;0.0117876;0.00340359;0.00625738;0.00211766;0.0030022;0.00280604;0.0119115;0.0024155;bus;bus;
b107_0_30.wav;0.00888959;0.0458575;0.0101966;0.322641;0.0334619;0.0605988;0.0096529;0.0283365;0.016549;0.0412227;0.163283;0.0243301;0.0101744;0.068938;0.155868;car;bus;
b107_30_60.wav;0.00686212;0.0461837;0.00921058;0.278531;0.012625;0.0355728;0.00953429;0.0192286;0.0255883;0.129497;0.219731;0.0190292;0.00776094;0.0744444;0.106202;car;bus;
b107_90_120.wav;0.00746203;0.065065;0.0099314;0.375667;0.0131309;0.0313884;0.0100756;0.0211396;0.0200008;0.116971;0.118262;0.0172316;0.00834131;0.0796726;0.105661;car;bus;
b107_60_90.wav;0.00218232;0.777998;0.0257302;0.00748378;0.00225771;0.00728388;0.00482342;0.0701881;0.00569092;0.0373126;0.00309226;0.00300295;0.00202219;0.0409503;0.0099812;bus;bus;
b110_210_240.wav;0.00476781;0.75531;0.0112616;0.0257743;0.0055886;0.0158724;0.018336;0.0561883;0.00428593;0.0293114;0.00593112;0.0245239;0.00539243;0.0304007;0.00705547;bus;bus;
b110_120_150.wav;0.0050661;0.113413;0.00496713;0.397696;0.026587;0.124602;0.00420645;0.0277706;0.0164154;0.0231056;0.0400875;0.0269165;0.0129148;0.159708;0.0165436;car;bus;
b110_180_210.wav;0.00491714;0.578167;0.0053352;0.085827;0.00463386;0.0203025;0.00346098;0.0198741;0.0229281;0.0606469;0.00532281;0.037591;0.0286247;0.11487;0.00749841;bus;bus;
b110_150_180.wav;0.00400332;0.503368;0.0028715;0.328319;0.00906897;0.0157133;0.00180449;0.0116271;0.00306264;0.0122498;0.00367088;0.00776749;0.0114417;0.0805053;0.00452679;bus;bus;
b110_270_300.wav;0.0168041;0.0919414;0.00405659;0.110303;0.00409679;0.0176528;0.00266192;0.0095541;0.00502056;0.0229436;0.0179239;0.519063;0.148269;0.0252373;0.00447191;park;bus;
b110_90_120.wav;0.0123086;0.455389;0.00567339;0.0375548;0.00421593;0.0189511;0.00442455;0.0144876;0.00474622;0.0176626;0.0264364;0.299564;0.0533722;0.0404145;0.00479897;bus;bus;
b110_30_60.wav;0.0275023;0.27938;0.0044626;0.274875;0.00847347;0.0319867;0.00380334;0.0118458;0.00472452;0.0300055;0.0328066;0.149432;0.0561607;0.0769858;0.00755548;bus;bus;
b110_0_30.wav;0.00174966;0.691019;0.240653;0.00529288;0.00195303;0.00478511;0.00788505;0.0138128;0.00208421;0.011845;0.00192112;0.00250178;0.00174784;0.00878217;0.00396771;bus;bus;
b110_240_270.wav;0.0214233;0.113861;0.00406449;0.102991;0.00691823;0.0213685;0.00351042;0.00635923;0.0043419;0.0265216;0.0271797;0.56664;0.0562207;0.0315109;0.00708978;park;bus;
b110_60_90.wav;0.0104986;0.695337;0.0043981;0.0743645;0.00369651;0.0130159;0.00359102;0.0066773;0.00280923;0.0254613;0.00760238;0.0957886;0.0284955;0.0246385;0.00362556;bus;bus;
a083_30_60.wav;0.0185249;0.0632119;0.0374746;0.203849;0.0392933;0.157126;0.0244372;0.161064;0.0153394;0.0786139;0.0168661;0.0315977;0.0168016;0.108914;0.0268865;car;cafe/restaurant;
a083_0_30.wav;0.0173877;0.0575373;0.0365442;0.176178;0.0359677;0.143171;0.021849;0.228275;0.0149441;0.0707943;0.0159637;0.0301121;0.015793;0.109765;0.0257182;home;cafe/restaurant;
a083_150_180.wav;0.00528104;0.0270624;0.760221;0.0200681;0.00770205;0.0184442;0.0213746;0.053462;0.0056085;0.013522;0.00489712;0.00790295;0.00598977;0.0408677;0.00759687;cafe/restaurant;cafe/restaurant;
a083_60_90.wav;0.0178178;0.0609888;0.050445;0.181659;0.0367027;0.143676;0.0255782;0.198223;0.015441;0.0729571;0.0162688;0.0304321;0.0163371;0.107624;0.02585;home;cafe/restaurant;
a083_120_150.wav;0.0144755;0.0562109;0.332759;0.0981673;0.0263015;0.0831266;0.0630597;0.104766;0.0128393;0.0536278;0.0131538;0.0236243;0.0146441;0.0823697;0.0208746;cafe/restaurant;cafe/restaurant;
a083_90_120.wav;0.00207118;0.00669577;0.60089;0.00530627;0.00284777;0.00515983;0.342995;0.0101157;0.00293846;0.00422195;0.00220262;0.0028703;0.00270837;0.00693119;0.00204505;cafe/restaurant;cafe/restaurant;
a060_60_90.wav;0.000992859;0.0342119;0.932809;0.00153382;0.000842629;0.00165678;0.00856868;0.00465584;0.00297954;0.004599;0.00115767;0.00125175;0.00138702;0.0025515;0.000802152;cafe/restaurant;cafe/restaurant;
a060_0_30.wav;0.00119458;0.0238507;0.949656;0.00194749;0.00115143;0.00199941;0.00596005;0.00355959;0.00107022;0.00239582;0.00123014;0.00150744;0.00160605;0.00188239;0.000989181;cafe/restaurant;cafe/restaurant;
a060_120_150.wav;0.000799246;0.00422133;0.835844;0.00135501;0.000711666;0.0013899;0.133625;0.00583919;0.00581247;0.00230343;0.00106378;0.00101138;0.00116843;0.00369977;0.00115589;cafe/restaurant;cafe/restaurant;
a060_90_120.wav;0.00069719;0.00218688;0.958116;0.0012372;0.00080349;0.00133279;0.0256553;0.00181263;0.00133901;0.00183522;0.00115397;0.000971545;0.00116909;0.000941786;0.000747511;cafe/restaurant;cafe/restaurant;
a060_30_60.wav;0.00138828;0.00799682;0.930049;0.00309369;0.00153705;0.00304659;0.0256901;0.00945994;0.00255518;0.00241086;0.00143145;0.00189899;0.00189271;0.00597274;0.00157678;cafe/restaurant;cafe/restaurant;
b050_0_30.wav;0.0050552;0.023852;0.107388;0.01868;0.00678362;0.0166665;0.017208;0.0469855;0.0143279;0.0209836;0.00457837;0.00835054;0.00572439;0.685331;0.0180848;train;cafe/restaurant;
b050_120_150.wav;0.00709739;0.03143;0.0935524;0.0321345;0.0104105;0.0279102;0.0202505;0.0611026;0.0149163;0.0285094;0.00638354;0.0117226;0.00779486;0.620659;0.0261264;train;cafe/restaurant;
b050_90_120.wav;0.00602394;0.0263465;0.0739674;0.0256898;0.00860223;0.0224912;0.0156337;0.0503223;0.0120195;0.0228766;0.00540055;0.010031;0.00662474;0.687632;0.026339;train;cafe/restaurant;
b050_150_180.wav;0.00633096;0.0300484;0.0598443;0.0292001;0.00969101;0.024893;0.0213103;0.0524483;0.0142552;0.0290211;0.00584283;0.0105803;0.00753566;0.674467;0.0245316;train;cafe/restaurant;
b050_30_60.wav;0.0096016;0.0378979;0.139048;0.0403655;0.0142954;0.0368183;0.0244117;0.180772;0.0228477;0.0366078;0.00913594;0.0159089;0.0100005;0.387634;0.0346547;train;cafe/restaurant;
b050_60_90.wav;0.00416306;0.0164854;0.0340083;0.0155658;0.00546001;0.0134462;0.0114245;0.0251073;0.0100124;0.01571;0.00361893;0.00691227;0.00475;0.822086;0.0112503;train;cafe/restaurant;
b050_180_210.wav;0.00645103;0.0430433;0.123997;0.0241625;0.00956249;0.0218089;0.0282431;0.0893806;0.0240699;0.0280877;0.00612913;0.010461;0.0079997;0.542537;0.0340661;train;cafe/restaurant;
b096_90_120.wav;0.00445433;0.0267937;0.00514148;0.836837;0.00702402;0.014447;0.00463745;0.0095928;0.00362294;0.0574522;0.0037545;0.00602422;0.00404759;0.0100275;0.00614303;car;car;
b096_240_270.wav;0.0031616;0.0281475;0.00337216;0.785125;0.0047817;0.00766717;0.00313852;0.00522276;0.00255246;0.136112;0.0029587;0.00390323;0.00295105;0.00628218;0.00462404;car;car;
b096_180_210.wav;0.00386049;0.0143423;0.00418629;0.871332;0.00589672;0.0116222;0.00391661;0.00734232;0.00306449;0.0495296;0.0031289;0.00507289;0.00344271;0.00788249;0.00537968;car;car;
b096_210_240.wav;0.00305935;0.0109714;0.00304573;0.926765;0.00424773;0.00766703;0.00294295;0.00488666;0.0023039;0.0158716;0.00232623;0.00376334;0.0025815;0.00547412;0.00409331;car;car;
b096_0_30.wav;0.00578013;0.730956;0.00774169;0.116766;0.00692758;0.0131424;0.00549034;0.0120658;0.0047209;0.0444818;0.00708814;0.00674785;0.0054601;0.0219255;0.0107055;bus;car;
b096_270_300.wav;0.00270164;0.0177274;0.00214136;0.900798;0.00301672;0.00468455;0.00211996;0.00303771;0.00171739;0.0485823;0.00185597;0.00260162;0.0019598;0.00378021;0.00327511;car;car;
b096_150_180.wav;0.00322496;0.017093;0.00337792;0.910844;0.00460958;0.00827357;0.00319761;0.00553792;0.0025148;0.0212892;0.00257568;0.00408163;0.00278025;0.00618719;0.004413;car;car;
b096_30_60.wav;0.00326659;0.0446755;0.00283513;0.888752;0.00357344;0.005779;0.00263053;0.0043232;0.0021576;0.0246268;0.00251346;0.00322768;0.00235703;0.00530384;0.00397823;car;car;
b096_120_150.wav;0.00575453;0.0211767;0.00684164;0.782319;0.00962336;0.0213827;0.00613021;0.013783;0.00475299;0.0880533;0.00480129;0.00805841;0.00528543;0.0139215;0.00811566;car;car;
a133_120_150.wav;0.00590471;0.021442;0.00156889;0.917853;0.00262381;0.00721459;0.00163733;0.00221589;0.00139967;0.024266;0.0030153;0.00213156;0.00185304;0.00317072;0.00370359;car;car;
a133_180_210.wav;0.00407142;0.0349781;0.00318334;0.724003;0.0120448;0.0296184;0.00323338;0.00741042;0.00989694;0.0504251;0.044981;0.0212483;0.0049382;0.0240402;0.0259279;car;car;
a133_150_180.wav;0.00352606;0.00638769;0.00261729;0.934708;0.00377338;0.00758913;0.00262089;0.00405638;0.00207528;0.0170256;0.0020095;0.00322366;0.0022753;0.00469077;0.00342066;car;car;
a133_0_30.wav;0.0186845;0.0726608;0.00275922;0.732513;0.00487571;0.0362961;0.00276202;0.00421652;0.00298552;0.0301999;0.0462931;0.0113739;0.00871688;0.0103644;0.0152983;car;car;
a133_30_60.wav;0.00466128;0.029837;0.00454674;0.750118;0.0165756;0.041925;0.00421414;0.0127425;0.00753316;0.0154872;0.021732;0.00914013;0.00600808;0.0346796;0.0407998;car;car;
a133_60_90.wav;0.00323413;0.0153714;0.00250338;0.934251;0.00358926;0.00788398;0.00247658;0.00398893;0.00197541;0.00907807;0.00209521;0.00296845;0.00215829;0.00479849;0.00362765;car;car;
a095_60_90.wav;0.014076;0.0492388;0.0194016;0.481371;0.0334667;0.10538;0.0160435;0.0772116;0.0116951;0.0556411;0.0124272;0.0230684;0.012661;0.0671447;0.021174;car;car;
a095_30_60.wav;0.0181951;0.0648102;0.0258245;0.237687;0.0451905;0.156398;0.0208811;0.127746;0.0149733;0.0761318;0.0163802;0.0311421;0.0163207;0.120285;0.0280339;car;car;
a095_150_180.wav;0.0127695;0.0777998;0.0166012;0.162603;0.0310655;0.0830705;0.0140665;0.0684455;0.0111773;0.0462169;0.010749;0.0214797;0.0121499;0.398257;0.0335481;train;car;
a095_90_120.wav;0.0147624;0.0723561;0.0198295;0.209023;0.0388886;0.105272;0.0165606;0.0879321;0.0125552;0.0558662;0.0127691;0.0250927;0.0136584;0.284364;0.031071;train;car;
a095_120_150.wav;0.0161011;0.0629082;0.0222675;0.282854;0.0444731;0.125752;0.0183049;0.0989706;0.0133596;0.0638314;0.014162;0.0275931;0.0145847;0.165521;0.0293177;car;car;
b099_180_210.wav;0.00149085;0.000715063;0.000539084;0.00147915;0.903302;0.000792314;0.000399782;0.00111311;0.000753128;0.00107784;0.000686183;0.0798965;0.00532233;0.00153012;0.00090294;city_center;city_center;
b099_210_240.wav;0.0309035;0.00169931;0.00244151;0.00180291;0.836645;0.00384233;0.00142377;0.00228973;0.0026015;0.00451865;0.00120644;0.089848;0.0162748;0.00135629;0.00314598;city_center;city_center;
b099_60_90.wav;0.0356407;0.00538358;0.00327394;0.00633617;0.428468;0.00410764;0.00373651;0.00663083;0.0080673;0.0172337;0.00205409;0.372782;0.0955346;0.00388586;0.00686471;city_center;city_center;
b099_30_60.wav;0.0127673;0.000774003;0.00101404;0.00138184;0.691083;0.00235475;0.000629744;0.00173866;0.00128531;0.00149807;0.00119003;0.27419;0.00774043;0.000869306;0.00148419;city_center;city_center;
b099_90_120.wav;0.091023;0.0162099;0.013893;0.0066807;0.32696;0.0046172;0.0176177;0.0191878;0.0312375;0.207071;0.00295677;0.0703738;0.165834;0.00849717;0.0178409;city_center;city_center;
b094_90_120.wav;0.000871994;0.000992825;0.00074836;0.00353696;0.970507;0.000864548;0.0005153;0.00093941;0.0016822;0.00829187;0.000806365;0.00265052;0.00359336;0.0030735;0.000925407;city_center;city_center;
b094_210_240.wav;0.000667011;0.00209577;0.00130579;0.00228102;0.978752;0.000822808;0.000610642;0.000767828;0.000783225;0.00321207;0.00065355;0.00175276;0.00268911;0.00248925;0.00111709;city_center;city_center;
b094_30_60.wav;0.00156526;0.0011216;0.00085306;0.00372181;0.968506;0.00156946;0.000613948;0.00153128;0.00140398;0.0059761;0.00123585;0.00464835;0.00307614;0.00280266;0.00137445;city_center;city_center;
b094_150_180.wav;0.00166288;0.00481673;0.00357685;0.00913762;0.898471;0.00222901;0.00112331;0.00234073;0.00232988;0.0248442;0.000969614;0.0100528;0.0187054;0.0165951;0.00314488;city_center;city_center;
b094_120_150.wav;0.000283078;0.000841573;0.000831219;0.00182966;0.986296;0.0004955;0.000358127;0.00071104;0.000405826;0.00164456;0.000620938;0.00166084;0.0010467;0.00218674;0.000788563;city_center;city_center;
b094_0_30.wav;0.00290429;0.0171349;0.00842628;0.0374524;0.663693;0.0213324;0.00335879;0.00641895;0.00427237;0.145489;0.00275399;0.0221122;0.0244694;0.0289985;0.0111837;city_center;city_center;
a131_30_60.wav;0.022945;0.010506;0.0107145;0.00696468;0.450189;0.00271949;0.00609936;0.00464642;0.00724592;0.0528424;0.00159886;0.141274;0.269387;0.00428958;0.00857757;city_center;city_center;
a131_210_240.wav;0.0878885;0.0242249;0.00811171;0.00629597;0.241234;0.00425975;0.00807558;0.0158428;0.00831455;0.0312647;0.0033153;0.456669;0.0783059;0.016117;0.0100812;park;city_center;
a131_0_30.wav;0.0869457;0.142598;0.00508939;0.0168925;0.313748;0.0200305;0.0292834;0.0162219;0.00560001;0.0159933;0.00370365;0.00942895;0.136867;0.164718;0.0328793;city_center;city_center;
a131_60_90.wav;0.00255062;0.00588355;0.00270194;0.0115729;0.76196;0.00283092;0.00138185;0.00243924;0.00830663;0.0135312;0.00108411;0.0336754;0.143995;0.00637945;0.00170686;city_center;city_center;
a131_150_180.wav;0.019288;0.037598;0.0136852;0.0680683;0.137715;0.0701944;0.037424;0.060333;0.0242751;0.0894085;0.00980527;0.0244533;0.0186318;0.353336;0.035784;train;city_center;
a131_90_120.wav;0.00421314;0.0153473;0.00464984;0.0481711;0.225315;0.00736712;0.00162514;0.00347951;0.00469126;0.130272;0.00152408;0.045736;0.488155;0.0152578;0.00419562;residential_area;city_center;
a131_120_150.wav;0.00711807;0.00547756;0.00320595;0.00741065;0.495744;0.00162369;0.00131942;0.00256652;0.00397097;0.0212542;0.000727353;0.1057;0.334288;0.00764369;0.00194929;city_center;city_center;
a040_60_90.wav;0.00810046;0.0949735;0.0126251;0.0771494;0.0200059;0.0609319;0.137504;0.312528;0.110751;0.0247585;0.00722964;0.0664898;0.0195318;0.0273513;0.0200703;home;forest_path;
a040_90_120.wav;0.0191472;0.0487228;0.00815725;0.00973548;0.0305772;0.0187098;0.0200698;0.0358065;0.0606182;0.0138619;0.00313682;0.620514;0.0877928;0.0115491;0.0116011;park;forest_path;
a040_30_60.wav;0.0146576;0.00851202;0.00360189;0.00821378;0.220165;0.0117006;0.00372122;0.0210456;0.0561405;0.00847639;0.00280724;0.580136;0.0512321;0.00525549;0.0043344;park;forest_path;
a040_141_171.wav;0.0224124;0.00617137;0.0028761;0.00782329;0.188173;0.00755459;0.00344916;0.0136626;0.0365349;0.0156283;0.00257626;0.546894;0.137435;0.00368454;0.00512425;park;forest_path;
a040_0_30.wav;0.00695798;0.0632451;0.0112651;0.073019;0.015142;0.0647019;0.0704762;0.535722;0.0247996;0.0258626;0.00738838;0.0387355;0.00979828;0.0380526;0.014834;home;forest_path;
a096_180_210.wav;0.016449;0.00306263;0.00225736;0.00399293;0.0179186;0.345027;0.00194186;0.00358137;0.00197306;0.00337542;0.00431618;0.4261;0.165427;0.00215395;0.00242307;park;forest_path;
a096_0_30.wav;0.00669807;0.000798759;0.00445216;0.00076525;0.0117938;0.00227047;0.00100313;0.00537449;0.00513702;0.0141276;0.000966095;0.047813;0.896822;0.000983985;0.0009943;residential_area;forest_path;
a096_90_120.wav;0.0126914;0.00373692;0.00235845;0.0055232;0.0646176;0.602864;0.00138551;0.00321508;0.00208773;0.0103687;0.00360953;0.242816;0.0413126;0.001447;0.00196698;forest_path;forest_path;
a096_30_60.wav;0.00186357;0.00153567;0.000934816;0.00204325;0.00264304;0.926763;0.000717407;0.00166075;0.000796248;0.00200465;0.0093158;0.042283;0.00594523;0.000608146;0.000885674;forest_path;forest_path;
a096_210_240.wav;0.0275589;0.00449266;0.00269127;0.00754559;0.0806871;0.367356;0.00215922;0.00381344;0.0026132;0.00903679;0.00565587;0.3139;0.166858;0.00269227;0.00294002;forest_path;forest_path;
a096_120_150.wav;0.00557754;0.00180564;0.0013697;0.00247862;0.0136069;0.604294;0.00125093;0.0020978;0.000887572;0.00261747;0.00329734;0.30534;0.052791;0.000955942;0.00163006;forest_path;forest_path;
a096_60_90.wav;0.00331468;0.00419133;0.00154735;0.00914531;0.0121594;0.906067;0.00124052;0.00364569;0.00218257;0.00492171;0.0106146;0.0314453;0.00622977;0.00130314;0.00199142;forest_path;forest_path;
a096_270_300.wav;0.00455314;0.00758722;0.00341358;0.0270178;0.0160938;0.805347;0.00317741;0.00771872;0.0084697;0.013861;0.0488027;0.0365695;0.00624156;0.00441446;0.00673268;forest_path;forest_path;
a096_150_180.wav;0.00911392;0.00439749;0.00460972;0.00493562;0.100551;0.0915649;0.00201518;0.0098868;0.00750701;0.0139323;0.00310134;0.480629;0.261193;0.00380919;0.00275267;park;forest_path;
a096_240_270.wav;0.00368368;0.00289827;0.00122247;0.00538037;0.00696787;0.928885;0.000996698;0.00182894;0.00173607;0.00672485;0.00696876;0.0242033;0.0054779;0.00100425;0.00202115;forest_path;forest_path;
a059_30_60.wav;0.0835872;0.0228134;0.0115566;0.0130195;0.0963345;0.193554;0.0155872;0.0553608;0.0353742;0.146593;0.0111393;0.0949278;0.146088;0.044895;0.0291699;forest_path;forest_path;
a059_150_180.wav;0.00258976;0.00141088;0.000768753;0.00103828;0.00176789;0.872392;0.000698058;0.00109662;0.000843548;0.00242663;0.00442871;0.0965388;0.0121467;0.000635126;0.00121867;forest_path;forest_path;
a059_0_30.wav;0.00295343;0.00183245;0.0013387;0.00184494;0.00314776;0.922684;0.000922454;0.00246542;0.00373255;0.0103677;0.0279058;0.0119317;0.00532221;0.00164732;0.00190386;forest_path;forest_path;
a059_90_120.wav;0.00831344;0.00237311;0.0017437;0.00160024;0.00391545;0.742661;0.000997008;0.00341186;0.00274226;0.00989614;0.00932507;0.185737;0.024446;0.00125233;0.00158555;forest_path;forest_path;
a059_120_150.wav;0.00886326;0.0194363;0.00709838;0.0180828;0.0293243;0.401756;0.0104962;0.0837321;0.146059;0.0297635;0.0509071;0.0847236;0.0111728;0.0325492;0.0660352;forest_path;forest_path;
a059_60_90.wav;0.256912;0.00840177;0.00894771;0.00597811;0.0643354;0.0457599;0.00671194;0.0318287;0.0170559;0.0423796;0.00555566;0.189032;0.29784;0.010041;0.00921968;residential_area;forest_path;
b085_90_120.wav;0.00489779;0.0249989;0.0665499;0.00963216;0.0112973;0.0179596;0.120568;0.0432728;0.123881;0.448283;0.00627161;0.0266047;0.00894049;0.0384051;0.0484384;metro_station;grocery_store;
b085_120_150.wav;0.00242914;0.00842577;0.0861637;0.0103177;0.00612306;0.00526403;0.493772;0.00813902;0.0984044;0.232958;0.00290921;0.00825729;0.00663662;0.0179106;0.0122888;grocery_store;grocery_store;
b085_60_90.wav;0.00788893;0.051169;0.0213769;0.0176093;0.0411603;0.0457944;0.0491913;0.112388;0.0926915;0.134962;0.0104424;0.0331535;0.0151971;0.216852;0.150123;train;grocery_store;
b085_0_30.wav;0.0118998;0.032106;0.0838366;0.049733;0.0184372;0.0422921;0.0503054;0.296906;0.0691033;0.169539;0.0111213;0.076615;0.0109236;0.0403161;0.0368654;home;grocery_store;
b085_180_210.wav;0.00383175;0.044718;0.147455;0.0372857;0.00882707;0.0100284;0.359224;0.0276062;0.0541149;0.254771;0.00539675;0.00680145;0.00556379;0.0169424;0.0174336;grocery_store;grocery_store;
b085_150_180.wav;0.00111849;0.00335363;0.0727689;0.00717481;0.00369922;0.00226967;0.151531;0.00237261;0.0489162;0.686036;0.00154569;0.00246921;0.00281216;0.0082115;0.00572135;metro_station;grocery_store;
b087_60_90.wav;0.00162368;0.00213636;0.00432751;0.0038198;0.00728434;0.0025788;0.784077;0.00861053;0.148925;0.0203285;0.00175153;0.00390348;0.00382258;0.00416092;0.0026504;grocery_store;grocery_store;
b087_30_60.wav;0.00413733;0.00288666;0.00653054;0.00400439;0.0172663;0.00299158;0.45313;0.0119516;0.41307;0.0606018;0.00243145;0.00706086;0.00617484;0.00342434;0.0043387;grocery_store;grocery_store;
b087_150_180.wav;0.00413748;0.0016178;0.00228549;0.00240308;0.00335526;0.00219924;0.90527;0.00532175;0.0524217;0.00999361;0.0015308;0.00217582;0.00198467;0.00284597;0.00245759;grocery_store;grocery_store;
b087_0_30.wav;0.00172749;0.00135606;0.0557654;0.00182182;0.00176932;0.00200679;0.894797;0.00372846;0.0161993;0.0112984;0.00141459;0.00253497;0.0015039;0.00154844;0.00252836;grocery_store;grocery_store;
b087_90_120.wav;0.00516631;0.00371674;0.00280057;0.00426861;0.0075539;0.00372541;0.721101;0.00846631;0.216596;0.0103101;0.00247372;0.00387963;0.00333928;0.00375937;0.00284331;grocery_store;grocery_store;
b087_120_150.wav;0.00259306;0.00249129;0.00262844;0.00293598;0.00708404;0.00243491;0.879791;0.00419437;0.0746169;0.00935652;0.00169801;0.00229267;0.00297977;0.00277596;0.00212685;grocery_store;grocery_store;
a113_245_275.wav;0.00272483;0.0578848;0.516159;0.00923036;0.00487515;0.0085038;0.34778;0.010652;0.00609372;0.00924155;0.00359833;0.00425455;0.00412984;0.00908244;0.00579036;cafe/restaurant;grocery_store;
a113_30_60.wav;0.0144994;0.144139;0.218265;0.0233106;0.038889;0.0216658;0.228992;0.0732443;0.0321812;0.123266;0.0109754;0.014189;0.015382;0.0183047;0.0226972;grocery_store;grocery_store;
