Accuracy = 92.8571% (26/28) (classification);
Chave do vetor;beach;cafe/restaurant;car;city_center;forest_path;grocery_store;home;library;metro_station;office;park;residential_area;train;tram;Classe Predita;Classe correta;
b034_60_90.wav;0.054899;0.024078;0.012343;0.0396134;0.0510711;0.074838;0.0811592;0.320242;0.10925;0.0191322;0.0278756;0.0612214;0.0918782;0.032399;library;library;
b034_30_60.wav;0.0196445;0.0302305;0.0122235;0.0538375;0.110635;0.0341197;0.0237675;0.244524;0.221205;0.0133716;0.0700675;0.0414901;0.111384;0.0135007;library;library;
b071_90_120.wav;0.0164631;0.0162634;0.0151918;0.0562274;0.0552133;0.0390297;0.0204652;0.0773331;0.260641;0.0228467;0.129666;0.139444;0.12377;0.027445;metro_station;metro_station;
a084_242_272.wav;0.0270309;0.0249942;0.0122938;0.19323;0.0659416;0.0468293;0.0180789;0.153923;0.210485;0.00951881;0.070744;0.0465202;0.104826;0.0155829;metro_station;metro_station;
a099_210_240.wav;0.0151967;0.0122226;0.0283822;0.0151719;0.0534799;0.0150124;0.0329626;0.0228094;0.0359624;0.528002;0.0466837;0.100492;0.0529199;0.0407028;office;office;
a099_0_30.wav;0.0249257;0.0115873;0.0207219;0.0179137;0.0978925;0.0184189;0.0415154;0.0232209;0.0331543;0.436512;0.0468467;0.130052;0.0450152;0.0522226;office;office;
a018_150_180.wav;0.0518312;0.0118575;0.0131126;0.0916629;0.218396;0.0163954;0.0203976;0.0317675;0.0375999;0.0213252;0.253004;0.163005;0.0500461;0.0195992;park;park;
a018_120_150.wav;0.0561843;0.0133823;0.0137923;0.0869939;0.232045;0.0141808;0.0182086;0.0288564;0.0387027;0.0185518;0.309416;0.107876;0.0460769;0.0157328;park;park;
b008_60_90.wav;0.018555;0.0135487;0.0243545;0.053198;0.0746682;0.0206313;0.0178997;0.0307385;0.135991;0.0581041;0.177361;0.225929;0.103296;0.0457247;residential_area;residential_area;
b008_150_180.wav;0.023854;0.0176236;0.03172;0.0360081;0.0940552;0.0128616;0.0204744;0.0270758;0.0937919;0.0962493;0.170864;0.276059;0.0651216;0.0342419;residential_area;residential_area;
b065_54_84.wav;0.00977377;0.0402984;0.0154346;0.0333086;0.0224669;0.264442;0.0519373;0.0806801;0.0600164;0.0208885;0.0213547;0.0352204;0.308291;0.035888;train;train;
b065_204_234.wav;0.0121631;0.0168973;0.0160257;0.0568542;0.0537029;0.0934125;0.0433009;0.0902828;0.0488392;0.0362494;0.0416633;0.0704827;0.378936;0.0411903;train;train;
a148_240_270.wav;0.0195193;0.0160239;0.0133848;0.0237588;0.0210556;0.0330605;0.0333709;0.0221874;0.0487905;0.0326184;0.0165507;0.0342517;0.0488705;0.636557;tram;tram;
b082_90_120.wav;0.0106974;0.0143238;0.022682;0.0171416;0.0289862;0.036786;0.0296262;0.0149915;0.0401154;0.150692;0.0224636;0.0338888;0.0531626;0.524443;tram;tram;
